FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Plane,니들서포트면,9,Flatness,,,0.0024,,,
Plane,면-2,10,Flatness,,,0.0000,,,
Plane,니들베이스면,11,Flatness,,,0.0017,,,
Distance,베이스두께1,16,SC,1.0076,,,,,
Distance,베이스면두께2,17,SC,1.0100,,,,,
Distance,베이스두께3,18,SC,1.0055,,,,,
Distance,베이스두께4,19,SC,1.0059,,,,,
Distance,서포트두께1,24,SC,0.5019,,,,,
Distance,서포트두께2,25,SC,0.5075,,,,,
Distance,서포트두께3,26,SC,0.4942,,,,,
Distance,서포트두께4,27,SC,0.4974,,,,,
Circle,니들내경,28,Diameter,9.9371,,,,,
Circle,니들내경,28,Radius,4.9686,,,,,
Distance,k,73,LC,0.7518,,,,,
Distance,l,74,LC,1.5523,,,,,
Distance,m,75,LC,2.3981,,,,,
Distance,n,76,LC,3.1852,,,,,
Distance,o,77,LC,3.9831,,,,,
Distance,p,78,LC,0.8063,,,,,
Distance,q,79,LC,1.5984,,,,,
Distance,r,80,LC,2.3874,,,,,
Distance,s,81,LC,3.1655,,,,,
Distance,t,82,LC,3.9821,,,,,
Distance,u,83,LC,0.7980,,,,,
Distance,v,84,LC,1.5913,,,,,
Distance,w,85,LC,2.3873,,,,,
Distance,x,86,LC,3.1829,,,,,
Distance,y,87,LC,3.9731,,,,,
Distance,z,88,LC,0.7984,,,,,
Distance,label1,89,LC,1.5914,,,,,
Distance,label2,90,LC,2.3878,,,,,
Distance,label3,91,LC,3.1804,,,,,
Distance,label4,92,LC,3.9771,,,,,
Circle,MN_out_Diameter,93,Diameter,13.3804,,,,,
Circle,MN_out_Diameter,93,Radius,6.6902,,,,,
Distance,cplusd,99,LC,10.5034,,,,,
Distance,aplusb,101,LC,12.9155,,,,,
Circle,원-1,102,Diameter,13.6261,,,,,
Circle,원-1,102,Radius,6.8131,,,,,
