FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Plane,니들서포트면,9,Flatness,,,0.0024,,,
Plane,면-2,10,Flatness,,,0.0007,,,
Plane,니들베이스면,11,Flatness,,,0.0009,,,
Distance,베이스두께1,16,SC,1.0010,,,,,
Distance,베이스면두께2,17,SC,0.9998,,,,,
Distance,베이스두께3,18,SC,0.9994,,,,,
Distance,베이스두께4,19,SC,0.9997,,,,,
Distance,서포트두께1,24,SC,0.5006,,,,,
Distance,서포트두께2,25,SC,0.5106,,,,,
Distance,서포트두께3,26,SC,0.4996,,,,,
Distance,서포트두께4,27,SC,0.5000,,,,,
Circle,니들내경,28,Diameter,9.9361,,,,,
Circle,니들내경,28,Radius,4.9680,,,,,
Distance,k,73,LC,0.7724,,,,,
Distance,l,74,LC,1.5651,,,,,
Distance,m,75,LC,2.3940,,,,,
Distance,n,76,LC,3.2089,,,,,
Distance,o,77,LC,3.9976,,,,,
Distance,p,78,LC,0.7972,,,,,
Distance,q,79,LC,1.5839,,,,,
Distance,r,80,LC,2.3792,,,,,
Distance,s,81,LC,3.1690,,,,,
Distance,t,82,LC,3.9570,,,,,
Distance,u,83,LC,0.7958,,,,,
Distance,v,84,LC,1.5893,,,,,
Distance,w,85,LC,2.3826,,,,,
Distance,x,86,LC,3.1787,,,,,
Distance,y,87,LC,3.9705,,,,,
Distance,z,88,LC,0.7960,,,,,
Distance,label1,89,LC,1.5920,,,,,
Distance,label2,90,LC,2.3886,,,,,
Distance,label3,91,LC,3.1824,,,,,
Distance,label4,92,LC,3.9789,,,,,
Circle,MN_out_Diameter,93,Diameter,13.3860,,,,,
Circle,MN_out_Diameter,93,Radius,6.6930,,,,,
Distance,cplusd,99,LC,10.5017,,,,,
Distance,aplusb,101,LC,12.9428,,,,,
Circle,원-1,102,Diameter,13.6247,,,,,
Circle,원-1,102,Radius,6.8124,,,,,
